id,frequency,frequency_short,last_updated,notes,observation_end,observation_start,popularity,realtime_end,realtime_start,seasonal_adjustment,seasonal_adjustment_short,title,units,units_short
CES4349200001,Monthly,M,2018-09-07 08:15:41-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4349200001,2018-08-01,1990-01-01,3,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Transportation and Warehousing: Couriers and Messengers,Thousands of Persons,Thous. of Persons
CES4300000006,Monthly,M,2018-09-07 08:15:41-05,"Production and related employees include working supervisors and all nonsupervisory employees (including group leaders and trainees) engaged in fabricating, processing, assembling, inspecting, receiving, storing, handling, packing, warehousing, shipping, trucking, hauling, maintenance, repair, janitorial, guard services, product development, auxiliary production for plant's own use (for example, power plant), recordkeeping, and other services closely associated with the above production operations. #Nonsupervisory employees include those individuals in private, service-providing industries who are not above the working-supervisor level. This group includes individuals such as office and clerical workers, repairers, salespersons, operators, drivers, physicians, lawyers, accountants, nurses, social workers, research aides, teachers, drafters, photographers, beauticians, musicians, restaurant workers, custodial workers, attendants, line installers and repairers, laborers, janitors, guards, and other employees at similar occupational levels whose services are closely associated with those of the employees listed.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4300000006",2018-08-01,1972-01-01,3,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Production and Nonsupervisory Employees: Transportation and Warehousing,Thousands of Persons,Thous. of Persons
CES4422000001,Monthly,M,2018-09-07 08:15:21-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4422000001,2018-08-01,1964-01-01,14,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Utilities,Thousands of Persons,Thous. of Persons
AWHAEUTIL,Monthly,M,2018-09-07 08:16:41-05,"Average weekly hours relate to the average hours per worker for which pay was received and is different from standard or scheduled hours. Factors such as unpaid absenteeism, labor turnover, part-time work, and stoppages cause average weekly hours to be lower than scheduled hours of work for an establishment. Group averages further reflect changes in the workweek of component industries. Average weekly hours are the total weekly hours divided by the employees paid for those hours.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4422000002",2018-08-01,2006-03-01,2,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Weekly Hours of All Employees: Utilities,Hours,Hours
CES4422000008,Monthly,M,2018-09-07 08:15:36-05,"Production and related employees include working supervisors and all nonsupervisory employees (including group leaders and trainees) engaged in fabricating, processing, assembling, inspecting, receiving, storing, handling, packing, warehousing, shipping, trucking, hauling, maintenance, repair, janitorial, guard services, product development, auxiliary production for plant's own use (for example, power plant), recordkeeping, and other services closely associated with the above production operations. #Nonsupervisory employees include those individuals in private, service-providing industries who are not above the working-supervisor level. This group includes individuals such as office and clerical workers, repairers, salespersons, operators, drivers, physicians, lawyers, accountants, nurses, social workers, research aides, teachers, drafters, photographers, beauticians, musicians, restaurant workers, custodial workers, attendants, line installers and repairers, laborers, janitors, guards, and other employees at similar occupational levels whose services are closely associated with those of the employees listed.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4422000008",2018-08-01,1972-01-01,2,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of Production and Nonsupervisory Employees: Utilities,Dollars per Hour,$ per Hour
CES4422000039,Monthly,M,2018-09-07 08:16:34-05,"To obtain estimates of women worker employment, the ratio of weighted women employees to the weighted all employees in the sample is assumed to equal the same ratio in the universe. The current month's women worker ratio, thus, is estimated and then multiplied by the all-employee estimate. The weighted-difference-link-and-taper formula (described in the source) is used to estimate the current month's women worker ratio. This formula adds the change in the matched sample's women worker ratio (the weighted-difference link) to the prior month's estimate, which has been slightly modified to reflect changes in the sample composition (the taper).  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4422000039",2018-08-01,1964-01-01,1,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Women Employees-To-All Employees Ratio: Utilities,Percent,%
CES4422000003,Monthly,M,2018-09-07 08:15:50-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4422000003,2018-08-01,2006-03-01,1,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of All Employees: Utilities,Dollars per Hour,$ per Hour
CEU4422000001,Monthly,M,2018-09-07 08:15:40-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CEU4422000001,2018-08-01,1964-01-01,1,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,All Employees: Utilities,Thousands of Persons,Thous. of Persons
CES4422000011,Monthly,M,2018-09-07 08:16:34-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4422000011,2018-08-01,2006-03-01,1,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Weekly Earnings of All Employees: Utilities,Dollars per Week,$ per Week
CES4422000030,Monthly,M,2018-09-07 08:16:34-05,"Production and related employees include working supervisors and all nonsupervisory employees (including group leaders and trainees) engaged in fabricating, processing, assembling, inspecting, receiving, storing, handling, packing, warehousing, shipping, trucking, hauling, maintenance, repair, janitorial, guard services, product development, auxiliary production for plant's own use (for example, power plant), recordkeeping, and other services closely associated with the above production operations. #Nonsupervisory employees include those individuals in private, service-providing industries who are not above the working-supervisor level. This group includes individuals such as office and clerical workers, repairers, salespersons, operators, drivers, physicians, lawyers, accountants, nurses, social workers, research aides, teachers, drafters, photographers, beauticians, musicians, restaurant workers, custodial workers, attendants, line installers and repairers, laborers, janitors, guards, and other employees at similar occupational levels whose services are closely associated with those of the employees listed.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4422000030",2018-08-01,1972-01-01,1,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Weekly Earnings of Production and Nonsupervisory Employees: Utilities,Dollars per Week,$ per Week
CES4422000017,Monthly,M,2018-09-07 08:16:34-05,"Indexes of aggregate weekly payrolls are calculated by dividing the current month's aggregate by the average of the 12 monthly figures for the base year. Indexes are averages for production and nonsupervisory employees. For basic industries, the payroll aggregates are the product of average hourly earnings and aggregate weekly hours. At all higher levels of industry aggregation, payroll aggregates are the sum of the component aggregates.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4422000017",2018-08-01,2006-03-01,1,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Indexes of Aggregate Weekly Payrolls of All Employees: Utilities,Index 2007=100,Index 2007=100
CES4422000010,Monthly,M,2018-09-07 08:16:34-05,"To obtain estimates of women worker employment, the ratio of weighted women employees to the weighted all employees in the sample is assumed to equal the same ratio in the universe. The current month's women worker ratio, thus, is estimated and then multiplied by the all-employee estimate. The weighted-difference-link-and-taper formula (described in the source) is used to estimate the current month's women worker ratio. This formula adds the change in the matched sample's women worker ratio (the weighted-difference link) to the prior month's estimate, which has been slightly modified to reflect changes in the sample composition (the taper).  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES4422000010",2018-08-01,1964-01-01,1,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Women Employees: Utilities,Thousands of Persons,Thous. of Persons
USINFO,Monthly,M,2018-09-07 08:15:18-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5000000001,2018-08-01,1939-01-01,23,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Information Services,Thousands of Persons,Thous. of Persons
CES5000000003,Monthly,M,2018-09-07 08:15:49-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5000000003,2018-08-01,2006-03-01,6,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of All Employees: Information,Dollars per Hour,$ per Hour
CEU5000000001,Monthly,M,2018-09-07 08:15:36-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CEU5000000001,2018-08-01,1939-01-01,5,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,All Employees: Information,Thousands of Persons,Thous. of Persons
CES5000000008,Monthly,M,2018-09-07 08:15:30-05,"Production and related employees include working supervisors and all nonsupervisory employees (including group leaders and trainees) engaged in fabricating, processing, assembling, inspecting, receiving, storing, handling, packing, warehousing, shipping, trucking, hauling, maintenance, repair, janitorial, guard services, product development, auxiliary production for plant's own use (for example, power plant), recordkeeping, and other services closely associated with the above production operations. #Nonsupervisory employees include those individuals in private, service-providing industries who are not above the working-supervisor level. This group includes individuals such as office and clerical workers, repairers, salespersons, operators, drivers, physicians, lawyers, accountants, nurses, social workers, research aides, teachers, drafters, photographers, beauticians, musicians, restaurant workers, custodial workers, attendants, line installers and repairers, laborers, janitors, guards, and other employees at similar occupational levels whose services are closely associated with those of the employees listed.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5000000008",2018-08-01,1964-01-01,4,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of Production and Nonsupervisory Employees: Information,Dollars per Hour,$ per Hour
CES5051700001,Monthly,M,2018-09-07 08:15:36-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5051700001,2018-08-01,1990-01-01,4,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Information: Telecommunications,Thousands of Persons,Thous. of Persons
CES5051800001,Monthly,M,2018-09-07 08:15:49-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5051800001,2018-08-01,1990-01-01,3,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"All Employees: Information: Data Processing, Hosting and Related Services",Thousands of Persons,Thous. of Persons
CEU5051800001,Monthly,M,2018-09-07 08:15:40-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CEU5051800001,2018-08-01,1990-01-01,3,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"All Employees: Information: Data Processing, Hosting and Related Services",Thousands of Persons,Thous. of Persons
CES5051200001,Monthly,M,2018-09-07 08:15:36-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5051200001,2018-08-01,1990-01-01,2,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Information: Motion Picture and Sound Recording Industries,Thousands of Persons,Thous. of Persons
AWHAEINFO,Monthly,M,2018-09-07 08:16:41-05,"Average weekly hours relate to the average hours per worker for which pay was received and is different from standard or scheduled hours. Factors such as unpaid absenteeism, labor turnover, part-time work, and stoppages cause average weekly hours to be lower than scheduled hours of work for an establishment. Group averages further reflect changes in the workweek of component industries. Average weekly hours are the total weekly hours divided by the employees paid for those hours.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5000000002",2018-08-01,2006-03-01,2,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Weekly Hours of All Employees: Information,Hours,Hours
CES5000000039,Monthly,M,2018-09-07 08:16:34-05,"To obtain estimates of women worker employment, the ratio of weighted women employees to the weighted all employees in the sample is assumed to equal the same ratio in the universe. The current month's women worker ratio, thus, is estimated and then multiplied by the all-employee estimate. The weighted-difference-link-and-taper formula (described in the source) is used to estimate the current month's women worker ratio. This formula adds the change in the matched sample's women worker ratio (the weighted-difference link) to the prior month's estimate, which has been slightly modified to reflect changes in the sample composition (the taper).  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5000000039",2018-08-01,1964-01-01,2,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Women Employees-To-All Employees Ratio: Information,Percent,%
USFIRE,Monthly,M,2018-09-07 08:15:17-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5500000001,2018-08-01,1939-01-01,31,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Financial Activities,Thousands of Persons,Thous. of Persons
CES5552000001,Monthly,M,2018-09-07 08:15:28-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5552000001,2018-08-01,1990-01-01,14,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Financial Activities: Finance and Insurance,Thousands of Persons,Thous. of Persons
CES5553000001,Monthly,M,2018-09-07 08:15:36-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5553000001,2018-08-01,1990-01-01,10,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Financial Activities: Real Estate and Rental and Leasing,Thousands of Persons,Thous. of Persons
CEU5552211001,Monthly,M,2018-09-07 08:15:23-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CEU5552211001,2018-08-01,1990-01-01,9,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,All Employees: Financial Activities: Commercial Banking,Thousands of Persons,Thous. of Persons
CES5500000003,Monthly,M,2018-09-07 08:15:33-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5500000003,2018-08-01,2006-03-01,8,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of All Employees: Financial Activities,Dollars per Hour,$ per Hour
CES5500000008,Monthly,M,2018-09-07 08:15:25-05,"Production and related employees include working supervisors and all nonsupervisory employees (including group leaders and trainees) engaged in fabricating, processing, assembling, inspecting, receiving, storing, handling, packing, warehousing, shipping, trucking, hauling, maintenance, repair, janitorial, guard services, product development, auxiliary production for plant's own use (for example, power plant), recordkeeping, and other services closely associated with the above production operations. #Nonsupervisory employees include those individuals in private, service-providing industries who are not above the working-supervisor level. This group includes individuals such as office and clerical workers, repairers, salespersons, operators, drivers, physicians, lawyers, accountants, nurses, social workers, research aides, teachers, drafters, photographers, beauticians, musicians, restaurant workers, custodial workers, attendants, line installers and repairers, laborers, janitors, guards, and other employees at similar occupational levels whose services are closely associated with those of the employees listed.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5500000008",2018-08-01,1964-01-01,7,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of Production and Nonsupervisory Employees: Financial Activities,Dollars per Hour,$ per Hour
CES5552300001,Monthly,M,2018-09-07 08:15:36-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5552300001,2018-08-01,1990-01-01,5,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"All Employees: Financial Activities: Securities, Commodity Contracts, Investments",Thousands of Persons,Thous. of Persons
CEU5500000001,Monthly,M,2018-09-07 08:15:27-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CEU5500000001,2018-08-01,1939-01-01,5,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,All Employees: Financial Activities,Thousands of Persons,Thous. of Persons
CES5553100001,Monthly,M,2018-09-07 08:15:36-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5553100001,2018-08-01,1990-01-01,4,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Financial Activities: Real Estate,Thousands of Persons,Thous. of Persons
CES5552200001,Monthly,M,2018-09-07 08:16:33-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES5552200001,2018-08-01,1990-01-01,4,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Financial Activities: Credit Intermediation and Related Activities,Thousands of Persons,Thous. of Persons
TEMPHELPS,Monthly,M,2018-09-07 08:15:14-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6056132001,2018-08-01,1990-01-01,46,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Professional and Business Services: Temporary Help Services,Thousands of Persons,Thous. of Persons
USPBS,Monthly,M,2018-09-07 08:15:17-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6000000001,2018-08-01,1939-01-01,28,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Professional and Business Services,Thousands of Persons,Thous. of Persons
CES6054110001,Monthly,M,2018-09-07 08:15:28-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6054110001,2018-08-01,1990-01-01,9,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Professional and Business Services: Legal Services,Thousands of Persons,Thous. of Persons
CES6000000003,Monthly,M,2018-09-07 08:15:22-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6000000003,2018-08-01,2006-03-01,9,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of All Employees: Professional and Business Services,Dollars per Hour,$ per Hour
CES6054150001,Monthly,M,2018-09-07 08:15:30-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6054150001,2018-08-01,1990-01-01,7,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Professional and Business Services: Computer Systems Design and Related Services,Thousands of Persons,Thous. of Persons
CES6000000008,Monthly,M,2018-09-07 08:15:32-05,"Production and related employees include working supervisors and all nonsupervisory employees (including group leaders and trainees) engaged in fabricating, processing, assembling, inspecting, receiving, storing, handling, packing, warehousing, shipping, trucking, hauling, maintenance, repair, janitorial, guard services, product development, auxiliary production for plant's own use (for example, power plant), recordkeeping, and other services closely associated with the above production operations. #Nonsupervisory employees include those individuals in private, service-providing industries who are not above the working-supervisor level. This group includes individuals such as office and clerical workers, repairers, salespersons, operators, drivers, physicians, lawyers, accountants, nurses, social workers, research aides, teachers, drafters, photographers, beauticians, musicians, restaurant workers, custodial workers, attendants, line installers and repairers, laborers, janitors, guards, and other employees at similar occupational levels whose services are closely associated with those of the employees listed.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6000000008",2018-08-01,1964-01-01,7,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of Production and Nonsupervisory Employees: Professional and Business Services,Dollars per Hour,$ per Hour
CES6054130001,Monthly,M,2018-09-07 08:15:30-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6054130001,2018-08-01,1990-01-01,6,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Professional and Business Services: Architectural and Engineering Services,Thousands of Persons,Thous. of Persons
TEMPHELPN,Monthly,M,2018-09-07 08:15:30-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CEU6056132001,2018-08-01,1990-01-01,6,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Professional and Business Services: Temporary Help Services,Thousands of Persons,Thous. of Persons
CES6056100001,Monthly,M,2018-09-07 08:15:36-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6056100001,2018-08-01,1990-01-01,6,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Professional and Business Services: Administrative and Support Services,Thousands of Persons,Thous. of Persons
CES6056000001,Monthly,M,2018-09-07 08:15:41-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6056000001,2018-08-01,1990-01-01,6,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Professional and Business Services: Administrative and Waste Services,Thousands of Persons,Thous. of Persons
USEHS,Monthly,M,2018-09-07 08:15:15-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6500000001,2018-08-01,1939-01-01,31,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Education and Health Services,Thousands of Persons,Thous. of Persons
CES6562000101,Monthly,M,2018-09-07 08:15:20-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6562000101,2018-08-01,1990-01-01,22,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Education and Health Services: Health Care,Thousands of Persons,Thous. of Persons
CES6500000003,Monthly,M,2018-09-07 08:15:26-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6500000003,2018-08-01,2006-03-01,11,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of All Employees: Education and Health Services,Dollars per Hour,$ per Hour
CES6500000008,Monthly,M,2018-09-07 08:15:26-05,"Production and related employees include working supervisors and all nonsupervisory employees (including group leaders and trainees) engaged in fabricating, processing, assembling, inspecting, receiving, storing, handling, packing, warehousing, shipping, trucking, hauling, maintenance, repair, janitorial, guard services, product development, auxiliary production for plant's own use (for example, power plant), recordkeeping, and other services closely associated with the above production operations. #Nonsupervisory employees include those individuals in private, service-providing industries who are not above the working-supervisor level. This group includes individuals such as office and clerical workers, repairers, salespersons, operators, drivers, physicians, lawyers, accountants, nurses, social workers, research aides, teachers, drafters, photographers, beauticians, musicians, restaurant workers, custodial workers, attendants, line installers and repairers, laborers, janitors, guards, and other employees at similar occupational levels whose services are closely associated with those of the employees listed.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6500000008",2018-08-01,1964-01-01,10,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of Production and Nonsupervisory Employees: Education and Health Services,Dollars per Hour,$ per Hour
CES6562000001,Monthly,M,2018-09-07 08:15:30-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6562000001,2018-08-01,1990-01-01,5,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Education and Health Services: Health Care and Social Assistance,Thousands of Persons,Thous. of Persons
CES6562200001,Monthly,M,2018-09-07 08:15:32-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6562200001,2018-08-01,1990-01-01,5,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Education and Health Services: Hospitals,Thousands of Persons,Thous. of Persons
CES6561000001,Monthly,M,2018-09-07 08:15:32-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6561000001,2018-08-01,1990-01-01,5,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Education and Health Services: Educational Services,Thousands of Persons,Thous. of Persons
CEU6500000001,Monthly,M,2018-09-07 08:15:24-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CEU6500000001,2018-08-01,1939-01-01,5,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,All Employees: Education and Health Services,Thousands of Persons,Thous. of Persons
AWHAEEHS,Monthly,M,2018-09-07 08:15:51-05,"Average weekly hours relate to the average hours per worker for which pay was received and is different from standard or scheduled hours. Factors such as unpaid absenteeism, labor turnover, part-time work, and stoppages cause average weekly hours to be lower than scheduled hours of work for an establishment. Group averages further reflect changes in the workweek of component industries. Average weekly hours are the total weekly hours divided by the employees paid for those hours.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6500000002",2018-08-01,2006-03-01,4,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Weekly Hours of All Employees: Education and Health Services,Hours,Hours
CES6562440001,Monthly,M,2018-09-07 08:15:28-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES6562440001,2018-08-01,1985-01-01,3,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Education and Health Services: Child Day Care Services,Thousands of Persons,Thous. of Persons
CES7072200001,Monthly,M,2018-09-07 08:15:18-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES7072200001,2018-08-01,1990-01-01,27,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Leisure and Hospitality: Food Services and Drinking Places,Thousands of Persons,Thous. of Persons
USLAH,Monthly,M,2018-09-07 08:15:18-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES7000000001,2018-08-01,1939-01-01,19,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Leisure and Hospitality,Thousands of Persons,Thous. of Persons
CES7000000008,Monthly,M,2018-09-07 08:15:30-05,"Production and related employees include working supervisors and all nonsupervisory employees (including group leaders and trainees) engaged in fabricating, processing, assembling, inspecting, receiving, storing, handling, packing, warehousing, shipping, trucking, hauling, maintenance, repair, janitorial, guard services, product development, auxiliary production for plant's own use (for example, power plant), recordkeeping, and other services closely associated with the above production operations. #Nonsupervisory employees include those individuals in private, service-providing industries who are not above the working-supervisor level. This group includes individuals such as office and clerical workers, repairers, salespersons, operators, drivers, physicians, lawyers, accountants, nurses, social workers, research aides, teachers, drafters, photographers, beauticians, musicians, restaurant workers, custodial workers, attendants, line installers and repairers, laborers, janitors, guards, and other employees at similar occupational levels whose services are closely associated with those of the employees listed.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES7000000008",2018-08-01,1964-01-01,9,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of Production and Nonsupervisory Employees: Leisure and Hospitality,Dollars per Hour,$ per Hour
CES7000000003,Monthly,M,2018-09-07 08:15:36-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES7000000003,2018-08-01,2006-03-01,8,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of All Employees: Leisure and Hospitality,Dollars per Hour,$ per Hour
CES7071000001,Monthly,M,2018-09-07 08:15:29-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES7071000001,2018-08-01,1990-01-01,5,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"All Employees: Leisure and Hospitality: Arts, Entertainment, and Recreation",Thousands of Persons,Thous. of Persons
AWHAELAH,Monthly,M,2018-09-07 08:15:51-05,"Average weekly hours relate to the average hours per worker for which pay was received and is different from standard or scheduled hours. Factors such as unpaid absenteeism, labor turnover, part-time work, and stoppages cause average weekly hours to be lower than scheduled hours of work for an establishment. Group averages further reflect changes in the workweek of component industries. Average weekly hours are the total weekly hours divided by the employees paid for those hours.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES7000000002",2018-08-01,2006-03-01,5,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Weekly Hours of All Employees: Leisure and Hospitality,Hours,Hours
CES7000000011,Monthly,M,2018-09-07 08:16:32-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES7000000011,2018-08-01,2006-03-01,4,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Weekly Earnings of All Employees: Leisure and Hospitality,Dollars per Week,$ per Week
CES7071200001,Monthly,M,2018-09-07 08:15:41-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES7071200001,2018-08-01,1990-01-01,3,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"All Employees: Leisure and Hospitality: Museums, Historical Sites, Zoos, and Parks",Thousands of Persons,Thous. of Persons
CES7072100001,Monthly,M,2018-09-07 08:16:32-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES7072100001,2018-08-01,1972-01-01,3,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Leisure and Hospitality: Accommodation,Thousands of Persons,Thous. of Persons
CES7072000001,Monthly,M,2018-09-07 08:15:36-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES7072000001,2018-08-01,1990-01-01,3,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Leisure and Hospitality: Accommodation and Food Services,Thousands of Persons,Thous. of Persons
USSERV,Monthly,M,2018-09-07 08:15:24-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES8000000001,2018-08-01,1939-01-01,7,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Other Services,Thousands of Persons,Thous. of Persons
CES8081100001,Monthly,M,2018-09-07 08:16:28-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES8081100001,2018-08-01,1990-01-01,2,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Other Services: Repair and Maintenance,Thousands of Persons,Thous. of Persons
CEU8000000011,Monthly,M,2018-09-07 08:16:44-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CEU8000000011,2018-08-01,2006-03-01,2,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Average Weekly Earnings of All Employees: Other Services,Dollars per Week,$ per Week
